customer_id,sale_amount
376,9657
377,131
378,9362
379,5454
380,9439
381,3442
382,2352
383,8118
384,7852
385,5476
386,2864
387,2551
388,787
389,3435
390,5574
391,1080
392,805
393,4121
394,5079
395,286
396,3593
397,2643
398,2891
399,8785
400,8297
401,1405
402,3538
403,4115
404,6644
405,3082
406,2957
407,9363
408,2736
409,8761
410,1547
411,9580
412,7358
413,4002
414,4052
415,4741
416,1493
417,1578
418,9338
419,8932
420,5274
421,6837
422,3714
423,9462
424,9706
425,5997
426,3507
427,4795
428,4226
429,3010
430,7815
431,6658
432,4327
433,7938
434,3173
435,8331
436,2010
437,6418
438,9431
439,904
440,8746
441,3367
442,6715
443,3217
444,7791
445,3434
446,537
447,6829
448,9646
449,9289
450,4787
451,2055
452,4131
453,4425
454,1002
455,7711
456,2196
457,5252
458,867
459,8769
460,5678
461,3429
462,7752
463,8421
464,8806
465,661
466,108
467,6898
468,6722
469,2623
470,5435
471,3964
472,5664
473,3045
474,9516
475,7184
476,6269
477,3073
478,8012
479,3153
480,5597
481,1032
482,9466
483,741
484,4013
485,8126
486,4033
487,467
488,7499
489,6692
490,1874
491,2407
492,3067
493,1221
494,7389
495,4207
496,377
497,658
498,9520
499,1764
500,8343
501,5060
502,2163
503,3477
504,7733
505,8240
506,1571
507,8949
508,8151
509,9918
510,2439
511,4260
512,761
513,7492
514,1603
515,3602
516,496
517,7220
518,2346
519,3880
520,7023
521,6862
522,734
523,8674
524,5497
525,8649
526,9462
527,7652
528,8186
529,8212
530,8426
531,6123
532,5025
533,1796
534,1706
535,7400
536,3895
537,6617
538,5406
539,3883
540,5802
541,3056
542,8627
543,9863
544,9452
545,6007
546,3125
547,7555
548,5268
549,5393
550,5079
551,8956
552,7084
553,4678
554,1305
555,3160
556,418
557,7741
558,7470
559,3217
560,3317
561,6293
562,4763
563,967
564,2712
565,6115
566,5947
567,5700
568,2838
569,1723
570,1439
571,9247
572,6130
573,2191
574,3083
575,3575
576,3866
577,5081
578,2057
579,5649
580,3937
581,8090
582,9755
583,1521
584,1610
585,947
586,5798
587,2319
588,3804
589,7981
590,4861
591,9479
592,4008
593,3482
594,3892
595,6719
596,4772
597,2011
598,8970
599,7693
600,9503
601,9202
602,2624
603,3293
604,7309
605,3461
606,6444
607,4986
608,5211
609,7577
610,9922
611,5687
612,3054
613,6889
614,3475
615,6231
616,4481
617,6922
618,5658
619,1554
620,9258
621,4920
622,4134
623,1208
624,1633
625,8368
626,322
627,4793
628,7752
629,9789
630,6660
631,1288
632,7058
633,4322
634,4443
635,9075
636,6985
637,8230
638,3632
639,5153
640,6723
641,7748
642,2259
643,6415
644,100
645,5232
646,3637
647,4422
648,342
649,1613
650,2359
651,3714
652,5729
653,3076
654,3954
655,8827
656,9108
657,9331
658,3841
659,5180
660,766
661,2657
662,455
663,745
664,269
665,1344
666,3132
667,964
668,4725
669,9282
670,6610
671,1293
672,3757
673,6627
674,9546
675,4683
676,3297
677,6806
678,3225
679,9714
680,5478
681,8465
682,6335
683,8600
684,6018
685,7582
686,4763
687,7799
688,2413
689,9731
690,1644
691,4757
692,7088
693,1688
694,4145
695,4259
696,8371
697,8492
698,7183
699,6722
700,7896
701,5028
702,2116
703,3115
704,2510
705,8323
706,9469
707,8765
708,2224
709,457
710,2114
711,2814
712,1042
713,7634
714,1768
715,5924
716,5550
717,4738
718,3972
719,8631
720,6534
721,8541
722,8583
723,1524
724,5445
725,167
726,2956
727,5035
728,3387
729,7573
730,4831
731,8718
732,4450
733,1707
734,2853
735,8273
736,1674
737,3812
738,2242
739,9325
740,1105
741,7706
742,6027
743,8420
744,1986
745,4412
746,1776
747,3000
748,7500
749,2610
750,8538
751,6407
752,2609
753,1813
754,2814
755,1446
756,2400
757,764
758,4632
759,8090
760,3776
761,379
762,6904
763,7540
764,6422
765,8682
766,1137
767,6505
768,1120
769,4517
770,3423
771,7234
772,6989
773,2359
774,6094
775,4269
776,1140
777,5769
778,4486
779,6532
780,5686
781,4252
782,2359
783,2555
784,5650
785,4364
786,7522
787,895
788,8668
789,6431
790,8606
791,8299
792,7171
793,7485
794,4629
795,9191
796,4465
797,2740
798,2721
799,996
800,2418
801,1656
802,2552
803,3284
804,9537
805,3321
806,2467
807,4262
808,4393
809,5813
810,5249
811,9949
812,7012
813,3815
814,2295
815,2584
816,5611
817,6530
818,5685
819,607
820,1002
821,4418
822,8985
823,8051
824,5749
825,682
826,3861
827,316
828,6038
829,2848
830,8176
831,2771
832,3930
833,6999
834,7762
835,3800
836,5071
837,9398
838,2106
839,5251
840,6018
841,8537
842,4462
843,6990
844,2919
845,6933
846,1595
847,8511
848,8397
849,8482
850,9691
851,5037
852,9607
853,7391
854,5608
855,1329
856,4550
857,3517
858,7841
859,2749
860,7078
861,9013
862,3918
863,1834
864,4297
865,6430
866,1304
867,7995
868,6715
869,1299
870,4880
871,9159
872,3546
873,6704
874,4125
875,988
876,364
877,5476
878,1484
879,972
880,5048
881,7456
882,3501
883,315
884,8111
885,722
886,140
887,4196
888,1821
889,9509
890,1917
891,5317
892,1577
893,8305
894,7113
895,8858
896,7988
897,1375
898,7821
899,3640
900,2090
901,9096
902,4658
903,7017
904,6931
905,4802
906,6737
907,4597
908,5056
909,2315
910,8959
911,5386
912,4006
913,6822
914,4088
915,1251
916,4771
917,5955
918,502
919,3735
920,1293
921,5133
922,7004
923,7783
924,1373
925,4394
926,2707
927,9059
928,4192
929,8812
930,7354
931,9477
932,4307
933,3048
934,1484
935,853
936,2965
937,7150
938,6326
939,2627
940,974
941,6114
942,4902
943,7283
944,2313
945,4007
946,3667
947,4999
948,3221
949,4056
950,1814
951,678
952,2071
953,4323
954,5416
955,2454
956,778
957,1668
958,7744
959,5452
960,7423
961,4828
962,3710
963,6092
964,9135
965,1003
966,7032
967,9071
968,7306
969,5456
970,4819
971,3094
972,2711
973,955
974,1022
975,3835
976,2526
977,678
978,8562
979,5520
980,5555
981,206
982,9646
983,5174
984,9165
985,7757
986,9940
987,8796
988,1978
989,4634
990,8986
991,7092
992,6712
993,7513
994,9292
995,2394
996,2474
997,9810
998,4430
999,5662
1000,5400
1001,3514
1002,4633
1003,6431
1004,3381
1005,3904
1006,4836
1007,8867
1008,1857
1009,7313
1010,9826
1011,5525
1012,5874
1013,5365
1014,938
1015,1949
1016,3723
1017,426
1018,2032
1019,5782
1020,8555
1021,6039
1022,708
1023,7396
1024,1433
1025,9011
1026,2927
1027,5324
1028,7699
1029,9783
1030,3107
1031,1281
1032,4253
1033,5121
1034,2147
1035,3041
1036,5816
1037,1860
1038,2229
1039,2375
1040,8943
1041,8463
1042,1893
1043,7099
1044,9449
1045,3613
1046,9523
1047,3375
1048,9888
1049,3449
1050,1645
1051,8848
1052,749
1053,513
1054,2828
1055,6031
1056,7697
1057,3152
1058,3047
1059,186
1060,8499
1061,1169
1062,8216
1063,9083
1064,549
1065,7144
1066,3818
1067,2746
1068,3936
1069,9600
1070,8175
1071,4106
1072,1239
1073,3279
1074,719
1075,1138
1076,3436
1077,6292
1078,4427
1079,4883
1080,7033
1081,6185
1082,8372
1083,6847
1084,1715
1085,2454
1086,9812
1087,8272
1088,9151
1089,5047
1090,3314
1091,2867
1092,7266
1093,2865
1094,5757
1095,436
1096,7211
1097,1288
1098,109
1099,8218
1100,9884
1101,6169
1102,4305
1103,1039
1104,1911
1105,2755
1106,6942
1107,8597
1108,115
1109,1473
1110,6932
1111,3045
1112,4897
1113,6367
1114,1338
1115,8332
1116,6059
1117,780
1118,4274
1119,8620
1120,208
1121,617
1122,2863
1123,4448
1124,4732
1125,9260
1126,3061
1127,1693
1128,5549
1129,9678
1130,2707
1131,5127
1132,6582
1133,8592
1134,4538
1135,6740
1136,6294
1137,3707
1138,5912
1139,3450
1140,3273
1141,8046
1142,203
1143,3074
1144,4574
1145,665
1146,6350
1147,387
1148,7072
1149,8427
1150,4326
1151,5752
1152,4719
1153,7057
1154,1277
1155,3729
1156,2213
1157,4507
1158,3881
1159,7709
1160,8855
1161,9013
1162,6031
1163,7627
1164,5847
1165,6985
1166,831
1167,872
1168,6331
1169,8715
1170,4567
1171,9471
1172,7496
1173,8215
1174,6218
1175,9161
1176,8362
1177,2411
1178,408
1179,1226
1180,1093
1181,714
1182,2286
1183,4716
1184,3903
1185,6892
1186,873
1187,5332
1188,3488
1189,4477
1190,4632
1191,1643
1192,748
1193,278
1194,2757
1195,4475
1196,602
1197,6223
1198,3517
1199,3417
1200,2087
1201,1371
1202,7020
1203,5813
1204,4260
1205,9338
1206,3052
1207,9631
1208,8173
1209,6464
1210,2749
1211,1694
1212,5784
1213,6884
1214,7566
1215,4935
1216,2937
1217,6071
1218,3838
1219,232
1220,6841
1221,4755
1222,2058
1223,7546
1224,6172
1225,9308
1226,2455
1227,9992
1228,727
1229,7725
1230,4871
1231,3782
1232,2626
1233,4560
1234,6593
1235,7174
1236,1592
1237,8222
1238,1567
1239,9042
1240,2209
1241,2554
1242,8411
1243,8668
1244,2396
1245,9800
1246,3310
1247,2394
1248,7601
1249,2699
1250,400
1251,1805
1252,1311
1253,4404
1254,7982
1255,293
1256,4401
1257,5590
1258,2851
1259,8222
1260,1995
1261,3487
1262,5506
1263,1416
1264,4668
1265,3863
1266,5225
1267,7688
1268,707
1269,184
1270,1167
1271,7688
1272,8976
1273,1124
1274,7601
1275,4944
1276,6180
1277,6162
1278,7778
1279,1189
1280,9887
1281,5206
1282,5800
1283,5934
1284,4677
1285,8071
1286,6639
1287,8761
1288,9851
1289,2437
1290,6715
1291,2651
1292,3375
1293,2615
1294,4680
1295,5628
1296,6618
1297,9399
1298,158
1299,807
1300,5422
1301,5468
1302,2631
1303,2975
1304,8727
1305,169
1306,4609
1307,1951
1308,6918
1309,2751
1310,4076
1311,2947
1312,2540
1313,3940
1314,3954
1315,154
1316,7246
1317,5583
1318,2114
1319,2410
1320,1000
1321,9548
1322,9798
1323,1933
1324,306
1325,9072
1326,5128
1327,3138
1328,2875
1329,9281
1330,5748
1331,7476
1332,9946
1333,2049
1334,4680
1335,7197
1336,6131
1337,6809
1338,1339
1339,6197
1340,1704
1341,623
1342,1373
1343,4319
1344,6558
1345,8182
1346,3280
1347,8287
1348,8104
1349,5008
1350,9282
1351,8008
1352,850
1353,5664
1354,7102
1355,448
1356,626
1357,8226
1358,716
1359,5022
1360,5406
1361,6006
1362,2269
1363,2450
1364,8220
1365,4301
1366,2601
1367,9113
1368,7981
1369,7469
1370,5716
1371,2815
1372,8812
1373,3366
1374,7248
1375,1453
1376,1073
1377,6955
1378,8318
1379,7495
1380,334
1381,9390
1382,7848
1383,3695
1384,4160
1385,2191
1386,8843
1387,9794
1388,2050
1389,5868
1390,821
1391,8978
1392,873
1393,9720
1394,7076
1395,9207
1396,6554
1397,4789
1398,9239
1399,434
1400,251
1401,3288
1402,8246
1403,8908
1404,2077
1405,727
1406,8967
1407,7890
1408,5655
1409,4144
1410,2472
1411,1231
1412,9292
1413,5238
1414,5713
1415,8517
1416,7719
1417,7675
1418,8042
1419,1494
1420,858
1421,5982
1422,3805
1423,1325
1424,812
1425,8414
1426,5572
1427,133
1428,9857
1429,1262
1430,6185
1431,6688
1432,7013
1433,8625
1434,2452
1435,7834
1436,7674
1437,206
1438,3322
1439,8608
1440,4203
1441,1062
1442,1027
1443,5455
1444,6963
1445,997
1446,1651
1447,1311
1448,8000
1449,7629
1450,4577
1451,2036
1452,6981
1453,3853
1454,4612
1455,3318
1456,6750
1457,3358
1458,8323
1459,6180
1460,8272
1461,2983
1462,2603
1463,5479
1464,7488
1465,3010
1466,5625
1467,7717
1468,5115
1469,8634
1470,3825
1471,1304
1472,8041
1473,312
1474,4164
1475,5423
1476,8864
1477,9786
1478,5792
1479,2486
1480,1539
1481,5583
1482,8106
1483,9810
1484,3633
1485,7017
1486,1515
1487,1951
1488,1381
1489,743
1490,436
1491,7212
1492,5017
1493,3889
1494,4501
1495,2388
1496,6289
1497,5934
1498,9908
1499,2116
1500,6113
1501,106
1502,1396
1503,9106
1504,8047
1505,4761
1506,3622
1507,5317
1508,1179
1509,4336
1510,7136
1511,8257
1512,4776
1513,8643
1514,379
1515,9576
1516,649
1517,288
1518,3967
1519,2255
1520,9242
1521,4911
1522,6494
1523,5075
1524,3838
1525,5877
1526,7169
1527,4565
1528,9576
1529,9802
1530,1879
1531,5013
1532,9314
1533,9139
1534,5128
1535,2061
1536,8367
1537,7392
1538,7672
1539,159
1540,3753
1541,2160
1542,1959
1543,8352
1544,3282
1545,7752
1546,3036
1547,3886
1548,3379
1549,3974
1550,2735
1551,7446
1552,1777
1553,6688
1554,1358
1555,7439
1556,7631
1557,9638
1558,3251
1559,7946
1560,7453
1561,2726
1562,7703
1563,8838
1564,5479
1565,4406
1566,159
1567,7038
1568,2636
1569,5284
1570,4933
1571,4370
1572,8634
1573,6881
1574,7312
1575,2224
1576,294
1577,9915
1578,3903
1579,3535
1580,9520
1581,1119
1582,4098
1583,8087
1584,9305
1585,3604
1586,5055
1587,8861
1588,481
1589,6245
1590,7628
1591,2930
1592,8310
1593,3109
1594,526
1595,4409
1596,3449
1597,4390
1598,7240
1599,3993
1600,1184
1601,6277
1602,771
1603,8839
1604,8059
1605,6450
1606,8474
1607,4817
1608,9027
1609,5588
1610,9885
1611,5324
1612,5182
1613,3361
1614,2890
1615,278
1616,5525
1617,6543
1618,1810
1619,253
1620,3591
1621,5433
1622,4994
1623,4507
1624,8956
1625,3251
1626,8488
1627,2227
1628,7093
1629,1801
1630,7284
1631,8334
1632,6934
1633,2139
1634,6139
1635,2786
1636,4329
1637,3711
1638,6497
1639,1423
1640,4608
1641,9779
1642,5680
1643,7981
1644,3773
1645,3094
1646,7029
1647,2635
1648,7586
1649,4547
1650,7446
1651,3887
1652,6305
1653,9582
1654,8682
1655,1484
1656,5013
1657,1026
1658,5278
1659,3631
1660,1823
1661,7193
1662,343
1663,914
1664,1775
1665,5703
1666,476
1667,7550
1668,9737
1669,4695
1670,6636
1671,4263
1672,4540
1673,6385
1674,8966
1675,2447
1676,1047
1677,4338
1678,2456
1679,4927
1680,6064
1681,1346
1682,6952
1683,3540
1684,211
1685,1453
1686,3432
1687,8729
1688,1737
1689,7326
1690,2550
1691,9736
1692,9227
1693,5473
1694,2529
1695,6825
1696,5943
1697,6786
1698,6440
1699,8803
1700,1230
1701,9608
1702,7233
1703,9564
1704,3535
1705,1520
1706,1956
1707,5620
1708,2053
1709,5456
1710,2758
1711,5616
1712,8650
1713,7991
1714,5800
1715,9861
1716,9348
1717,1092
1718,451
1719,7121
1720,4305
1721,393
1722,8360
1723,7700
1724,8471
1725,5487
1726,933
1727,9708
1728,9157
1729,3709
1730,4080
1731,2931
1732,4698
1733,4174
1734,8659
1735,5725
1736,7344
1737,7978
1738,2146
1739,6363
1740,3145
1741,1980
1742,2701
1743,2137
1744,3469
1745,206
1746,8067
1747,9743
1748,4420
1749,8608
1750,1365
1751,7607
1752,5156
1753,6220
1754,9158
1755,652
1756,1906
1757,268
1758,3848
1759,4026
1760,6175
1761,6906
1762,2510
1763,3175
1764,5822
1765,1173
1766,9295
1767,522
1768,9874
1769,9509
1770,3532
1771,7128
1772,6026
1773,3651
1774,7527
1775,2933
1776,937
1777,2621
1778,9836
1779,1317
1780,4598
1781,8435
1782,5134
1783,3554
1784,3280
1785,9686
1786,108
1787,9279
1788,1654
1789,8557
1790,6451
1791,6326
1792,8428
1793,7621
1794,8127
1795,8897
1796,4120
1797,5244
1798,2292
1799,4272
1800,6743
1801,8297
1802,3267
1803,7984
1804,7552
1805,2024
1806,1765
1807,4058
1808,4618
1809,5008
1810,4315
1811,2869
1812,2592
1813,8273
1814,9797
1815,7138
1816,2644
1817,5861
1818,9242
1819,3809
1820,3240
1821,5965
1822,344
1823,9152
1824,579
1825,5476
1826,3353
1827,6914
1828,6753
1829,2168
1830,6323
1831,2880
1832,7559
1833,3026
1834,7371
1835,5271
1836,7865
1837,5567
1838,5013
1839,6527
1840,4129
1841,898
1842,962
1843,2075
1844,1289
1845,6255
1846,818
1847,6454
1848,7863
1849,5293
1850,5362
1851,1928
1852,3921
1853,6855
1854,2435
1855,7935
1856,2956
1857,8319
1858,1502
1859,2514
1860,347
1861,4729
1862,1832
1863,5188
1864,9449
1865,9305
1866,3029
1867,732
1868,6816
1869,5846
1870,7328
1871,653
1872,2777
1873,7152
1874,1435
1875,6559
1876,1243
1877,6442
1878,2753
1879,3992
1880,2574
1881,7323
1882,5895
1883,6605
1884,1411
1885,7538
1886,3831
1887,6873
1888,5282
1889,9055
1890,9239
1891,7329
1892,2974
1893,1458
1894,8679
1895,7899
1896,7868
1897,9768
1898,5837
1899,2242
1900,7657
1901,8210
1902,4736
1903,1131
1904,7469
1905,6229
1906,8128
1907,4357
1908,3290
1909,6822
1910,1627
1911,3535
1912,8375
1913,2910
1914,9682
1915,8073
1916,161
1917,2520
1918,896
1919,9872
1920,163
1921,3649
1922,5223
1923,5696
1924,1014
1925,2486
1926,9158
1927,9156
1928,6974
1929,5107
1930,3999
1931,8847
1932,2207
1933,5181
1934,8001
1935,1401
1936,1242
1937,5096
1938,3723
1939,3411
1940,812
1941,5117
1942,1111
1943,8926
1944,8322
1945,696
1946,5147
1947,3512
1948,6601
1949,3286
1950,8604
1951,2725
1952,6168
1953,920
1954,7375
1955,3975
1956,514
1957,929
1958,2956
1959,9597
1960,1808
1961,1911
1962,1844
1963,5352
1964,5850
1965,4899
1966,9288
1967,8776
1968,9569
1969,6344
1970,6949
1971,9725
1972,7095
1973,2290
1974,9199
1975,7066
1976,8322
1977,5845
1978,1822
1979,9509
1980,1584
1981,7702
1982,318
1983,212
1984,8244
1985,4718
1986,499
1987,1731
1988,6859
1989,1260
1990,7817
1991,6716
1992,8581
1993,9520
1994,3907
1995,3583
1996,4670
1997,7908
1998,437
1999,292
2000,6210
2001,7774
2002,9437
2003,1612
2004,107
2005,3862
2006,1663
2007,2544
2008,8724
2009,1334
2010,9323
2011,8985
2012,881
2013,3000
2014,8567
2015,7373
2016,5680
2017,869
2018,5170
2019,7256
2020,4209
2021,2877
2022,7980
2023,2862
2024,3137
2025,392
2026,7307
2027,9626
2028,9959
2029,1520
2030,2907
2031,7602
2032,1662
2033,4360
2034,6753
2035,3701
2036,3863
2037,5934
2038,464
2039,5951
2040,7284
2041,7902
2042,8320
2043,9202
2044,3416
2045,6293
2046,7391
2047,5720
2048,212
2049,5607
2050,8747
2051,6263
2052,8471
2053,1817
2054,822
2055,807
2056,2942
2057,7601
2058,8916
2059,1159
2060,9905
2061,9238
2062,1856
2063,4465
2064,9480
2065,2599
2066,8666
2067,2612
2068,6535
2069,4103
2070,3482
2071,6965
2072,3065
2073,6317
2074,9091
2075,6598
2076,4147
2077,2673
2078,3865
2079,1718
2080,6175
2081,3514
2082,1081
2083,4732
2084,195
2085,4185
2086,5821
2087,6960
2088,3353
2089,8078
2090,9013
2091,573
2092,7318
2093,9971
2094,257
2095,1288
2096,1934
2097,8387
2098,1219
2099,6939
2100,7763
2101,9065
2102,2966
2103,9642
2104,2230
2105,6984
2106,7420
2107,3056
2108,646
2109,6782
2110,3799
2111,8779
2112,381
2113,1659
2114,3307
2115,663
2116,8858
2117,1535
2118,6933
2119,9545
2120,3705
2121,9908
2122,4748
2123,4188
2124,7059
2125,3240
2126,1221
2127,6964
2128,7994
2129,4039
2130,7423
2131,4568
2132,6319
2133,5479
2134,5489
2135,5649
2136,4550
2137,1641
2138,5155
2139,7459
2140,9848
2141,368
2142,9091
2143,3805
2144,6998
2145,1451
2146,4875
2147,8551
2148,4354
2149,5014
2150,9194
2151,4874
2152,7572
2153,6935
2154,584
2155,1539
2156,9217
2157,4532
2158,788
2159,9371
2160,4412
2161,3978
2162,2033
2163,7264
2164,7783
2165,3094
2166,9205
2167,9551
2168,7025
2169,1695
2170,6118
2171,4759
2172,4055
2173,8692
2174,1457
2175,9126
2176,8191
2177,3674
2178,3611
2179,182
2180,5903
2181,962
2182,3709
2183,6297
2184,6244
2185,2825
2186,1699
2187,5789
2188,8089
2189,4101
2190,760
2191,2141
2192,2719
2193,6828
2194,5548
2195,3507
2196,7147
2197,3104
2198,4263
2199,2868
2200,2569
2201,9548
2202,9867
2203,4765
2204,5575
2205,5930
2206,2394
2207,2638
2208,4241
2209,794
2210,5191
2211,9871
2212,614
2213,7072
2214,151
2215,4897
2216,3959
2217,585
2218,9230
2219,674
2220,1337
2221,4915
2222,7761
2223,5506
2224,1332
2225,1645
2226,6140
2227,101
2228,8145
2229,8985
2230,7324
2231,3057
2232,8332
2233,9605
2234,3296
2235,5054
2236,7988
2237,236
2238,2433
2239,8160
2240,3445
2241,1935
2242,663
2243,8951
2244,8431
2245,2055
2246,5346
2247,6182
2248,6541
2249,9741
2250,8289
2251,477
2252,8585
2253,8372
2254,2360
2255,1540
2256,3445
2257,631
2258,1190
2259,3924
2260,9722
2261,789
2262,7073
2263,5594
2264,821
2265,5588
2266,2862
2267,3629
2268,1483
2269,6532
2270,516
2271,3352
2272,6741
2273,7195
2274,3425
2275,5023
2276,110
2277,3179
2278,9188
2279,3343
2280,601
2281,5562
2282,4780
2283,4290
2284,7382
2285,9064
2286,3779
2287,7387
2288,5566
2289,3453
2290,5866
2291,5116
2292,7761
2293,9309
2294,9337
2295,7796
2296,5089
2297,3844
2298,8149
2299,7367
2300,9397
2301,665
2302,7419
2303,5067
2304,5601
2305,5608
2306,6735
2307,2826
2308,1499
2309,122
2310,8626
2311,5720
2312,9952
2313,5406
2314,604
2315,774
2316,5273
2317,5721
2318,6311
2319,8838
2320,9226
2321,1736
2322,6095
2323,6916
2324,3073
2325,4961
2326,8132
2327,7440
2328,931
2329,5259
2330,821
2331,9304
2332,7269
2333,8192
2334,846
2335,3559
2336,3438
2337,5987
2338,8547
2339,3644
2340,1049
2341,6006
2342,8444
2343,726
2344,7036
2345,6862
2346,2021
2347,5834
2348,922
2349,1137
2350,6105
2351,3257
2352,3669
2353,462
2354,5533
2355,8673
2356,719
2357,1997
2358,2906
2359,6151
2360,9269
2361,3710
2362,4722
2363,9460
2364,8071
2365,7507
2366,7334
2367,8455
2368,1950
2369,3276
2370,9468
2371,3765
2372,9442
2373,2812
2374,1881
2375,9266
2376,3371
2377,1210
2378,7576
2379,8111
2380,6518
2381,6756
2382,1774
2383,4113
2384,749
2385,8992
2386,3373
2387,5003
2388,5808
2389,9105
2390,6489
2391,1540
2392,2930
2393,731
2394,761
2395,8649
2396,2396
2397,8462
2398,8257
2399,571
2400,5742
2401,3262
2402,203
2403,3820
2404,812
2405,3285
2406,9865
2407,4463
2408,1401
2409,7146
2410,9636
2411,6997
2412,8385
2413,8060
2414,321
2415,1658
2416,8619
2417,3081
2418,4746
2419,4753
2420,7656
2421,7595
2422,7437
2423,1451
2424,3294
2425,2178
2426,7050
2427,6733
2428,7911
2429,8130
2430,2139
2431,4175
2432,9124
2433,9164
2434,744
2435,9209
2436,9083
2437,6513
2438,8604
2439,9062
2440,3666
2441,9475
2442,1034
2443,5922
2444,124
2445,9383
2446,3414
2447,6000
2448,2411
2449,2016
2450,3063
2451,8436
2452,6831
2453,384
2454,6585
2455,5464
2456,4716
2457,9974
2458,7786
2459,3130
2460,6837
2461,3743
2462,2701
2463,581
2464,7688
2465,3293
2466,1891
2467,4670
2468,1569
2469,1341
2470,2493
2471,9550
2472,1153
2473,7990
2474,8819
2475,3714
2476,3257
2477,7341
2478,804
2479,6737
2480,4050
2481,8290
2482,7274
2483,8388
2484,5118
2485,9300
2486,681
2487,9353
2488,3797
2489,8127
2490,1538
2491,2511
2492,7152
2493,6204
2494,9074
2495,5427
2496,952
2497,3192
2498,3257
2499,1170
2500,2763
2501,5185
2502,3434
2503,3467
2504,8098
2505,9982
2506,2664
2507,7609
2508,5804
2509,6414
2510,180
2511,4079
2512,3142
2513,1853
2514,2221
2515,3324
2516,9227
2517,9278
2518,3966
2519,6180
2520,3050
2521,7899
2522,9028
2523,7605
2524,6243
2525,2401
2526,5972
2527,4782
2528,3126
2529,4181
2530,9244
2531,2620
2532,3257
2533,8789
2534,8645
2535,5181
2536,1312
2537,1442
2538,4003
